price,name,brand,seller_name,seller_rating,url,rating,screen_size,resolution,panel_type,android
143999,"hisense 40"" smart full hd led tv",Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-40-smart-full-hd-led-tv-with-wall-bracket-1-year-warranty-45636627.html,4.0,40,fhd,led,no
2200000,samsung 75 inch uhd ultra slim class q60b smart qled hdr+ 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-75-inch-uhd-ultra-slim-class-q60b-smart-qled-hdr-4k-tv-190727347.html,0.0,75,uhd,qled,no
318000,hisense 55''qled smart 4k tv,Hisense,MEGATRON NG,66,https://www.jumia.com.ng/hisense-55qled-smart-4k-tv-voice-recognition-216691925.html,0.0,55,uhd,qled,no
265000,syinix 50'' inches smart android uhd 4k tv,Syinix,Luchi's Store,94,https://www.jumia.com.ng/syinix-50-inches-smart-android-uhd-4k-tv-free-wall-bracket-139326423.html,0.0,50,uhd,,yes
570000,samsung 55 inch uhd class curved ultra slim smart hdr+ 4k tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-55-inch-uhd-class-curved-ultra-slim-smart-hdr-4k-tv-190556390.html,0.0,55,uhd,,no
1230000,"lg 82'' uhd, 4 k,ai thinq, smart, magic remote,  wifi, lane,  ,3 usb divx,4 hdmi,1  av,satellite, with 2 years warrantytv",LG,Samsung and Sony online store,66,https://www.jumia.com.ng/lg-82-uhd-4-kai-thinq-smart-magic-remote-wifi-lane-3-usb-divx4-hdmi1-avsatellite-with-2-years-warranty-69910176.html,0.0,82,uhd,,no
979000,samsung 75 inch au8000 certified 4k crystal uhd 2021 smart led tv,Samsung,Kendo,80,https://www.jumia.com.ng/samsung-75-inch-au8000-certified-4k-crystal-uhd-2021-smart-led-tv-82159689.html,0.0,75,uhd,led,no
1200000,samsung 75 inch uhd au8000 premium class certified smart hdr+ 4k tv,Samsung,Luchi's Store,94,https://www.jumia.com.ng/samsung-75-inch-uhd-au8000-premium-class-certified-smart-hdr-4k-tv-106067124.html,0.0,75,uhd,led,no
2200000,samsung 75 inch class uhd q60b qled ultra slim 4k smart tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-75-inch-class-uhd-q60b-qled-ultra-slim-4k-smart-tv-2022-188829973.html,0.0,75,uhd,qled,no
370000,tcl 50inch smart uhd ultra slim android 4k tv,TCL,Bryan's store,100,https://www.jumia.com.ng/tcl-50inch-smart-uhd-ultra-slim-android-4k-tv-203941470.html,0.0,50,uhd,led,yes
245000,"lg 43"" uhd 4k smart  hdr webos smart ai thinq tv",LG,MEGATRON NG,66,https://www.jumia.com.ng/lg-43-uhd-4k-smart-hdr-webos-smart-ai-thinq-tv-magic-remote-72114741.html,0.0,43,uhd,,no
196000,"ufc 55"" inch smart full hd led 4k screen tv",UFC,1 billion store,94,https://www.jumia.com.ng/ufc-55-inch-smart-full-hd-led-4k-screen-tv-218301518.html,0.0,55,fhd,led,no
2200000,samsung 75inch uhd ultra slim qled q60a class hdr+ smart 4k led tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-75inch-uhd-ultra-slim-qled-q60a-class-hdr-smart-4k-led-tv-101642099.html,0.0,75,uhd,qled,no
267000,hisense 55''smart uhd 4k tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-55smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-126449705.html,0.0,55,uhd,,no
520000,samsung 55inch ultra high definition class smart uhd 4k hdr tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-55inch-ultra-high-definition-class-smart-uhd-4k-hdr-tv-98349537.html,0.0,55,uhd,led,no
2000000,samsung 75 inch q60a class hdr 4k uhd smart qled tv,Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-75-inch-q60a-class-hdr-4k-uhd-smart-qled-tv-92333484.html,0.0,75,,qled,no
222999,hisense 50''smart uhd 4k tv,Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-50a7100-84334529.html,0.0,50,uhd,,no
570000,samsung 55 inch uhd 4k curved smart tv,Samsung,Kaylas Mart Electronics,0,https://www.jumia.com.ng/samsung-55-inch-uhd-4k-curved-smart-tv-44575375.html,0.0,55,uhd,,no
2000000,samsung 75 inch premium class uhd q60a hdr+ smart qled 4k  - tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-75-inch-premium-class-uhd-q60a-hdr-smart-qled-4k-tv-101589702.html,0.0,75,uhd,qled,no
147500,hisense 40″ full high definition led smart tv,Hisense,Globaltech Trading Company & Enterprises,80,https://www.jumia.com.ng/hisense-40-full-high-definition-led-smart-tv-with-wifi-40a4g-109663272.html,0.0,40,fhd,led,no
570000,samsung 55inch curved premium class hdr+ smart uhd tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-55inch-curved-premium-class-hdr-smart-uhd-tv-46189271.html,0.0,55,,,no
510000,samsung 55inch ultra high definition class smart uhd led 4k hdr tv,Samsung,Ebuka Ebuka,34,https://www.jumia.com.ng/samsung-55inch-ultra-high-definition-class-smart-uhd-led-4k-hdr-tv-216716707.html,0.0,55,uhd,led,no
480000,"syinix 55"" inch android 9.0 framless 4k uhd smart dled tv",Syinix,Jumia,100,https://www.jumia.com.ng/syinix-55-inch-android-9.0-framless-4k-uhd-smart-dled-tv-55a1s-221033664.html,0.0,55,uhd,dled,yes
329900,hisense 55''smart uhd 4k android tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-55smart-uhd-4k-android-tvinbuilt-sound-bar-71689731.html,5.0,55,uhd,,yes
299649,"lg 50""uhd, 4k smart, satellite, av, 3 hdmi, 2 usb, magic remotetv",LG,Jamiu Lagos,100,https://www.jumia.com.ng/lg-50uhd-4k-smart-satellite-av-3-hdmi-2-usb-magic-remote-82307567.html,0.0,50,uhd,,no
269000,hisense 55''smart uhd 4k tv,Hisense,Jamiu Lagos,100,https://www.jumia.com.ng/hisense-55smart-uhd-4k-tvnetflixyoutube-1-year-warranty-81084305.html,0.0,55,uhd,,no
800000,samsung 65inch premium curved hdr smart uhd tv,Samsung,JennyLink Store,30,https://www.jumia.com.ng/samsung-65inch-premium-curved-hdr-smart-uhd-tv-218377242.html,0.0,65,,,no
435500,"hisense 55"" uled 4k smart tv",Hisense,JennyLink Store,30,https://www.jumia.com.ng/hisense-55-uled-4k-smart-tv-with-free-wall-bracket-55u7g-225328323.html,0.0,55,uhd,uled,no
420500,hisense 65''inches smart uhd 4k tv,Hisense,JennyLink Store,30,https://www.jumia.com.ng/hisense-65inches-smart-uhd-4k-tv-netflix-youtube-dstv-app-2022-214673389.html,0.0,65,uhd,,no
210000,"samsonic 55"" inch smart uhd 4k tv",Samsonic,Giovanna Store,86,https://www.jumia.com.ng/samsonic-55-inch-smart-uhd-4k-tv-2021-promo-free-wall-bracket-135259874.html,0.0,55,uhd,,no
2200000,samsung 85inch  class hdr 4k crystal uhd smart led tv,Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-85inch-class-hdr-4k-crystal-uhd-smart-led-tv-bu8000-219557298.html,0.0,85,,led,no
166000,hisense 43″ full high definition led smart tv,Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-43-full-high-definition-led-smart-tv-with-wifi-43a4g-211549721.html,0.0,43,fhd,led,no
2200000,samsung 85 inch au8000 crystal uhd 4k hdr smart televisiontv,Samsung,JennyLink Store,30,https://www.jumia.com.ng/samsung-85-inch-au8000-crystal-uhd-4k-hdr-smart-television-113563005.html,0.0,85,uhd,,no
520000,"samsung 55""  crystal ultra hd 4k  2021 smart tv",Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-55-crystal-ultra-hd-4k-2021-smart-tv-au8000-121660619.html,0.0,55,uhd,led,no
267999,hisense 55''smart uhd 4k tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-55smart-uhd-4k-tvdstv-now-app-62112607.html,4.5,55,uhd,,no
1000000,samsung 75 inch crystal ultra hd  au8000 smart tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-75-inch-crystal-ultra-hd-au8000-smart-tv-82159702.html,0.0,75,uhd,led,no
368000,"samsung 55"" au crystal uhd 4k smart tv",Samsung,Jamiu Lagos,100,https://www.jumia.com.ng/samsung-55-au-crystal-uhd-4k-smart-tv-86932480.html,5.0,55,uhd,,no
1966000,lg 86''inches uhd 4k smart tv,LG,AUXANO GENERAL MERCHANTS,60,https://www.jumia.com.ng/lg-86inches-uhd-4k-smart-tv-w-ai-thinqnetflixyoutube-203152842.html,0.0,86,uhd,,no
267490,"hisense 55"" 4k uhd tv",Hisense,Energy mall,60,https://www.jumia.com.ng/hisense-55-4k-uhd-tv-3-hdmi-2-usb-divx1-av-black-smart-wi-fifree-bracket-151891081.html,0.0,55,uhd,,no
150000,hisense 40'' inch full hd smart tv,Hisense,MEGATRON NG,66,https://www.jumia.com.ng/hisense-40-inch-full-hd-smart-tv-1-year-warranty-63820221.html,4.5,40,fhd,,no
520000,samsung 55 inch certified premium class hdr smart uhd tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-55-inch-certified-premium-class-hdr-smart-uhd-tv-46189279.html,0.0,55,,,no
520000,samsung 55 inch uhd smart ultra high definition certified hdr+ 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-55-inch-uhd-smart-ultra-high-definition-certified-hdr-4k-tv-117830019.html,0.0,55,uhd,led,no
172000,hisense 43″ fhd led smart tv,Hisense,Eight Sage Limited,94,https://www.jumia.com.ng/hisense-43-fhd-led-smart-tv-with-wifi-lagos-delivery-only-135144233.html,0.0,43,fhd,led,no
305899,"polystar 65"" inch andriod smart 4k full hd tv",Polystar,Video masters ltd,50,https://www.jumia.com.ng/polystar-65-inch-andriod-smart-4k-full-hd-tv-free-tv-guard-73243417.html,0.0,65,uhd,,yes
789000,samsung 65” uhd 4k curved smart tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-65-uhd-4k-curved-smart-tv-ru7300-62307048.html,0.0,65,uhd,,no
559899,"lg 65''uhd ai thinq,4 k,smart, built in satellite receiver,magic remote,1 av,3hdmi.2usb.tv",LG,ELECTROPLUG,66,https://www.jumia.com.ng/lg-65uhd-ai-thinq4-ksmart-built-in-satellite-receivermagic-remote1-av3hdmi.2usb.-66907765.html,0.0,65,uhd,,no
1550900,lg 75''inches smart super uhd 4k satellite tv,LG,Donhenries,66,https://www.jumia.com.ng/lg-75inches-smart-super-uhd-4k-satellite-tv-magic-remote-213460283.html,0.0,75,uhd,,no
223000,hisense 50”smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvbluetoothnetflixyoutube-prime-video-69257134.html,0.0,50,uhd,,no
180000,"mk 50"" inch smart full hd led screen tv",MK,Shop 4life,66,https://www.jumia.com.ng/mk-50-inch-smart-full-hd-led-screen-tv-free-surge-105371534.html,0.0,50,fhd,led,no
585000,hisense 65''smart 4k tv,Hisense,Real EmmyGod Store,50,https://www.jumia.com.ng/hisense-65smart-4k-tvnetflixyoutube-app-65a7gq-198983141.html,0.0,65,uhd,,no
411999,"hisense 65"" uhd 4k smart led tv",Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-65-uhd-4k-smart-led-tv-a7100-62076385.html,0.0,65,uhd,led,no
320000,samsung 43inch smart ultra slim full high definition - led tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-43inch-smart-ultra-slim-full-high-definition-led-tv-66435550.html,0.0,43,uhd,led,no
105000,itel 32 android fhd smart televisiontv,itel,blossoms investment,100,https://www.jumia.com.ng/itel-32-android-fhd-smart-television-217167718.html,0.0,32,fhd,,yes
820000,samsung 65 inch uhd premium class certified smart 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-65-inch-uhd-premium-class-certified-smart-4k-tv-86939841.html,0.0,65,uhd,led,no
989000,hisense 85''smart uhd 4k tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-85smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-70488923.html,0.0,85,uhd,,no
570000,samsung 55inch smart led curved crystal uhd 4k tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-55inch-smart-led-curved-crystal-uhd-4k-tv-76413506.html,0.0,55,uhd,led,no
223000,hisense 50''smart uhd 4k tv,Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvdstv-now-app-45885057.html,4.7,50,uhd,,no
340000,hisense 55''qled smart 4k tv,Hisense,Real EmmyGod Store,50,https://www.jumia.com.ng/hisense-55qled-smart-4k-tvnetflixyoutube-app-55a7gq-198981723.html,0.0,55,uhd,qled,no
545990,energy 65-inch 4k android smart tv,Energy,Globalmark,66,https://www.jumia.com.ng/energy-65-inch-4k-android-smart-tv-with-free-wall-hanger-inside-118623443.html,0.0,65,uhd,,yes
40000,"mk 19"" inch full hd led tv",MK,Shop 4life,66,https://www.jumia.com.ng/mk-19-inch-full-hd-led-tv-105371211.html,0.0,19,fhd,led,no
397000,hisense 65''smart uhd 4k tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-65smart-uhd-4k-tvnetflixyoutubeprime-video-app-84864593.html,0.0,65,uhd,,no
384999,"maxi 65"" uhd 4k smart+netflix,youtube,prime video+ free wall bracket-70d2010tv",Maxi,Homewarehouse,60,https://www.jumia.com.ng/maxi-65-uhd-4k-smartnetflixyoutubeprime-video-free-wall-bracket-70d2010-199996744.html,0.0,65,uhd,,no
389000,hisense 65”smart uhd 4k tv,Hisense,F & G Electronics,86,https://www.jumia.com.ng/hisense-65smart-uhd-4k-tvbluetoothnetflixyoutube-prime-video-69257326.html,0.0,65,uhd,,no
1180000,samsung q60a 65 inch 4k uhd hdr smart qled television 2021 modeltv,Samsung,Luchi's Store,94,https://www.jumia.com.ng/samsung-q60a-65-inch-4k-uhd-hdr-smart-qled-television-2021-model-106066031.html,0.0,65,uhd,qled,no
1300000,samsung 65 inch 65q8c hdr uhd 4k smart curve qled tv,Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-65-inch-65q8c-hdr-uhd-4k-smart-curve-qled-tv-88847399.html,0.0,65,,qled,no
245000,tcl 43 inches full hd smart certified android led tv,TCL,Luchi's Store,94,https://www.jumia.com.ng/tcl-43-inches-full-hd-smart-certified-android-led-tv-43s5200-210164437.html,0.0,43,fhd,led,yes
520000,samsung 55 inch flat crystal uhd smart 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-55-inch-flat-crystal-uhd-smart-4k-tv-85844831.html,0.0,55,uhd,led,no
160000,hisense 40″ led full high definition smart tv,Hisense,URCHMAN Bestprice Electronics,0,https://www.jumia.com.ng/hisense-40-led-full-high-definition-smart-tv-with-wifi-2022-model-62307044.html,5.0,40,fhd,led,no
2505000,lg 65'' oled 4k uhd smart satellite ai tv,LG,Donhenries,66,https://www.jumia.com.ng/lg-65-oled-4k-uhd-smart-satellite-ai-tv-magic-remote-dtv-107119109.html,0.0,65,uhd,oled,no
483780,"lg 50"" inches uhd ai thinq,4k,smart, satellite, magic remote,tv",LG,AUXANO GENERAL MERCHANTS,60,https://www.jumia.com.ng/lg-50-inches-uhd-ai-thinq4ksmart-satellite-magic-remote-205219802.html,0.0,50,uhd,,no
570000,samsung 55inch class 4k hdr  uhd  smart curved led- tv,Samsung,Smart Center,50,https://www.jumia.com.ng/samsung-55inch-class-4k-hdr-uhd-smart-curved-led-tv-59440978.html,0.0,55,uhd,led,no
389800,hisense 65''smart uhd 4k tv,Hisense,ELECTROPLUG,66,https://www.jumia.com.ng/hisense-65smart-uhd-4k-tvnetflixyoutubeprime-video-app-126449744.html,0.0,65,uhd,,no
114999,"maxi 40"" hd led tv",Maxi,Globaltech Electronics,50,https://www.jumia.com.ng/maxi-40-hd-led-tv-free-wall-bracket-40d2010-ns-190872425.html,0.0,40,hd,led,no
450000,samsung 50 inch 2020 crystal uhd ultra slim smart class hdr+ 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-50-inch-2020-crystal-uhd-ultra-slim-smart-class-hdr-4k-tv-66435707.html,0.0,50,uhd,led,no
236999,"lg 43''uhd ai thinq,4 k,smart, built in satellite receiver,magic remote,1 av,3hdmi,divex.2usb.2021 modeltv",LG,ELECTROPLUG,66,https://www.jumia.com.ng/lg-43uhd-ai-thinq4-ksmart-built-in-satellite-receivermagic-remote1-av3hdmidivex.2usb.2021-model-111088621.html,0.0,43,uhd,,no
178500,"mk 50"" inch smart full hd led screen tv",MK,Shop 4life,66,https://www.jumia.com.ng/mk-50-inch-smart-full-hd-led-screen-tv-105371963.html,0.0,50,fhd,led,no
2180000,samsung 85 inch au8000 crystal uhd 4k hdr smart televisiontv,Samsung,Luchi's Store,94,https://www.jumia.com.ng/samsung-85-inch-au8000-crystal-uhd-4k-hdr-smart-television-106068577.html,0.0,85,uhd,,no
450000,samsung 55 inch  au8000 uhd certified ultra slim crystal smart hdr 4k tv,Samsung,JennyLink Store,30,https://www.jumia.com.ng/samsung-55-inch-au8000-uhd-certified-ultra-slim-crystal-smart-hdr-4k-tv-109658777.html,0.0,55,uhd,led,no
155000,"lg 32″ led,av,3 hdmi,3usb,smart,built in satellite receiver,wifi,free bracket 2022 modeltv",LG,URCHMAN Bestprice Electronics,0,https://www.jumia.com.ng/lg-32-ledav3-hdmi3usbsmartbuilt-in-satellite-receiverwififree-bracket-2022-model-83982385.html,0.0,32,,led,no
370000,"lg 55"" inch smart uhd 4k ai thinq satellite tv",LG,Luchi's Store,94,https://www.jumia.com.ng/lg-55-inch-smart-uhd-4k-ai-thinq-satellite-tv-2022-model-226988775.html,0.0,55,uhd,,no
260500,hisense 55''smart uhd 4k  framless tv,Hisense,Luchi's Store,94,https://www.jumia.com.ng/hisense-55smart-uhd-4k-framless-tvnetflixyoutubebluetooth-214907533.html,0.0,55,uhd,,no
227900,hisense 50''smart uhd 4k tv,Hisense,Jamiu Lagos,100,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvnetflixyoutubedstv-now-appbluetooth-81084306.html,0.0,50,uhd,,no
328000,lg 55” 4k uhd smart tv,LG,Homewarehouse,60,https://www.jumia.com.ng/lg-55-4k-uhd-smart-tv-128386389.html,0.0,55,uhd,,no
520000,samsung 55 inch uhd certified ultra slim class hdr smart 4k tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-55-inch-uhd-certified-ultra-slim-class-hdr-smart-4k-tv-98349929.html,0.0,55,uhd,led,no
650000,hisense 75''smart uhd 4k satellite tv,Hisense,Franco global electronics Ltd.,100,https://www.jumia.com.ng/hisense-75smart-uhd-4k-satellite-tvnetflixyoutubeprime-video-83842873.html,5.0,75,uhd,,no
319900,samsung 43inch led smart full hd flat slim screen tv,Samsung,Ebuka Ebuka,34,https://www.jumia.com.ng/samsung-43inch-led-smart-full-hd-flat-slim-screen-tv-216678768.html,0.0,43,fhd,led,no
567997,"amani 65""inches 4k uhd android smart led tv",Amani,EnergyEmpire,66,https://www.jumia.com.ng/amani-65inches-4k-uhd-android-smart-led-tv-120966964.html,0.0,65,uhd,led,yes
570000,samsung 55 inch certified curved crystal uhd smart 4k tv,Samsung,Kaylas Mart Electronics,0,https://www.jumia.com.ng/samsung-55-inch-certified-curved-crystal-uhd-smart-4k-tv-81171576.html,0.0,55,uhd,led,no
350000,"polystar 65"" inch 4k uhd android polystar smart tv",Polystar,Bestprice Technologies Ltd,100,https://www.jumia.com.ng/65-inch-android-uhd-4k-smartled-tv-pv-jp65sb4k-polystar-mpg303175.html,5.0,65,uhd,led,yes
1300000,samsung 65 inch curve certified  hdr uhd 4k curve qled smat tv,Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-65-inch-curve-certified-hdr-uhd-4k-curve-qled-smat-tv-65q8c-88847278.html,0.0,65,,qled,no
224700,hisense 50''smart uhd 4k tv,Hisense,electroandgadget,98,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tv-140399368.html,0.0,50,uhd,,no
288999,hisense 58''smart uhd 4k tv,Hisense,electroandgadget,98,https://www.jumia.com.ng/hisense-58smart-uhd-4k-tvnetflixyoutubedstv-now-app-216664650.html,0.0,58,uhd,,no
280000,samsung 40 inch led smart full hd tv,Samsung,Kaylas Mart Electronics,0,https://www.jumia.com.ng/samsung-40-inch-led-smart-full-hd-tv-inbuilt-wifi-72131871.html,0.0,40,fhd,led,no
370000,samsung 43 inch uhd crystal certified smart 4k tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-43-inch-uhd-crystal-certified-smart-4k-tv-86934472.html,0.0,43,uhd,led,no
340000,hisense 55''qled uhd smart 4k tv,Hisense,Real EmmyGod Store,50,https://www.jumia.com.ng/hisense-55qled-uhd-smart-4k-tvnetflixyoutube-app-55a7gq-198982406.html,0.0,55,uhd,qled,no
520000,samsung 55 inch certified class uhd ultra slim smart 4k led tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-55-inch-certified-class-uhd-ultra-slim-smart-4k-led-tv-86888879.html,0.0,55,uhd,led,no
820000,samsung 55inch uhd class q60b qled 4k ultra slim smart tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-55inch-uhd-class-q60b-qled-4k-ultra-slim-smart-tv-2022-203213255.html,0.0,55,uhd,qled,no
2200000,"sony bravia 65""inches ultra hd - high dynamic range 4k (hdr) android smart tv",Sony,3D VIBE,0,https://www.jumia.com.ng/sony-bravia-65inches-ultra-hd-high-dynamic-range-4k-hdr-android-smart-tv-with-google-assistant-chromecast-108226233.html,0.0,65,uhd,,yes
95500,"infinity 32"" inches smart full hd led tv",Infinity,Best Penny Mart,86,https://www.jumia.com.ng/infinity-32-inches-smart-full-hd-led-tv-free-wall-hanger-180167944.html,0.0,32,fhd,led,no
370000,tcl 50 inch uhd ultra slim android led smart 4k tv,TCL,Bryan's store,100,https://www.jumia.com.ng/tcl-50-inch-uhd-ultra-slim-android-led-smart-4k-tv-203941402.html,0.0,50,uhd,led,yes
143000,amaz 43'' uhd 4k bluetooth smart tv,Amaz,Donhenries,66,https://www.jumia.com.ng/amaz-43-uhd-4k-bluetooth-smart-tvyoutubenetflix-promo-price-225398707.html,0.0,43,uhd,,no
144895,"hisense 40"" smart full hd led tv",Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-40-smart-full-hd-led-tv-wall-bracket-45636629.html,4.9,40,fhd,led,no
450000,syinix 55''smart android uhd 4k tv,Syinix,3D VIBE,0,https://www.jumia.com.ng/syinix-55smart-android-uhd-4k-tvnetflixyoutube-99688202.html,0.0,55,uhd,,yes
450000,samsung 55” flat smart 4k uhd tv,Samsung,Samsung and Sony online store,66,https://www.jumia.com.ng/samsung-55-flat-smart-4k-uhd-tv.-66942019.html,5.0,55,uhd,,no
150000,lg 32″ full high definition fhd 1080p smart led tv,LG,Homewarehouse,60,https://www.jumia.com.ng/lg-32-full-high-definition-fhd-1080p-smart-led-tv-with-satellite-106672835.html,2.0,32,fhd,led,no
210000,polystar 50 inch 4k ultra hd android smart tv,Polystar,Prosmira Ltd,74,https://www.jumia.com.ng/polystar-50-inch-4k-ultra-hd-android-smart-tv-70309684.html,4.5,50,uhd,,yes
223000,hisense 50''smart uhd 4k tv,Hisense,Homewarehouse,60,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvnetflixyoutubedstv-now-appbluetooth-84334531.html,0.0,50,uhd,,no
247500,"lg 43"" uhd 4k smart  hdr webos smart ai thinq tv",LG,Kendo,80,https://www.jumia.com.ng/lg-43-uhd-4k-smart-hdr-webos-smart-ai-thinq-tv-72125637.html,4.3,43,uhd,,no
679990,hisense 75''smart uhd 4k frameless tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-75smart-uhd-4k-frameless-tvnetflixyoutube-58216937.html,0.0,75,uhd,,no
220000,hisense 50”smart uhd 4k tv,Hisense,Samsung and Sony online store,66,https://www.jumia.com.ng/hisense-50smart-uhd-4k-tvbluetoothnetflixyoutube-prime-video-50-102689787.html,0.0,50,uhd,,no
168000,hisense 43″ led full hd smart tv,Hisense,Jamiu Lagos,100,https://www.jumia.com.ng/hisense-43-led-full-hd-smart-tv-wwifi-82307560.html,4.0,43,fhd,led,no
365000,"lg 55"" smart uhd 4k satellite tv",LG,Ultra Magnus,50,https://www.jumia.com.ng/lg-55-smart-uhd-4k-satellite-tv-204398524.html,0.0,55,uhd,,no
560000,lg 65''ai smart uhd 4k tv,LG,ELECTROPLUG,66,https://www.jumia.com.ng/lg-65ai-smart-uhd-4k-tvnetflixyoutubeappleaiplay-65un7440-75132784.html,0.0,65,uhd,,no
400000,tcl 55inch led android ultra slim uhd smart 4k tv,TCL,Bryan's store,100,https://www.jumia.com.ng/tcl-55inch-led-android-ultra-slim-uhd-smart-4k-tv-203941140.html,0.0,55,uhd,led,yes
910000,hisense 85''smart uhd 4k tv,Hisense,Kendo,80,https://www.jumia.com.ng/hisense-85smart-uhd-4k-tvbluetoothnetflix-85a7500-70487460.html,0.0,85,uhd,,no
699000,lg 65''ai smart uhd 4k satellite tv,LG,Donhenries,66,https://www.jumia.com.ng/lg-65ai-smart-uhd-4k-satellite-tvnetflixyoutubeappleaiplaymagic-remote-107119033.html,0.0,65,uhd,,no
1150000,hisense 85''smart uhd 4k tv,Hisense,Kendo,80,https://www.jumia.com.ng/85smart-uhd-4k-tvbluetoothnetflixyoutubedstv-now-app-85b7500-hisense-mpg1576277.html,0.0,85,uhd,,no
325000,"bruhm 55"" led 4k uhd smart tv",Bruhm,Ugo's store,66,https://www.jumia.com.ng/bruhm-55-led-4k-uhd-smart-tv-lagos-delivery-only-211758634.html,0.0,55,uhd,led,no
320000,samsung 43 inch smart ultra slim full hd tv,Samsung,sammesmart concept,0,https://www.jumia.com.ng/samsung-43-inch-smart-ultra-slim-full-hd-tv-66435699.html,0.0,43,uhd,,no
1300000,"samsung q60b 65"" class hdr 4k uhd smart qled tv",Samsung,Worldmartin,100,https://www.jumia.com.ng/samsung-q60b-65-class-hdr-4k-uhd-smart-qled-tv-2022-195710363.html,0.0,65,,qled,no
999000,samsung 75 inch au8000 certified 4k crystal uhd 2021 smart led tv,Samsung,Kendo,80,https://www.jumia.com.ng/samsung-75-inch-au8000-certified-4k-crystal-uhd-2021-smart-led-tv-84730850.html,0.0,75,uhd,led,no
450000,samsung 50inch au8000 smart ultra high definition crystal uhd tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-50inch-au8000-smart-ultra-high-definition-crystal-uhd-tv-67609874.html,0.0,50,uhd,led,no
561490,energy 65 inches 4k led smart tv,Energy,Energy mall,60,https://www.jumia.com.ng/energy-65-inches-4k-led-smart-tv-98639929.html,0.0,65,uhd,led,no
680000,samsung 65 inch crystal ultra hd 4k smart tv,Samsung,Luchi's Store,94,https://www.jumia.com.ng/samsung-65-inch-crystal-ultra-hd-4k-smart-tv-2022-au8000-106066344.html,0.0,65,uhd,led,no
370000,samsung 43 inch ultra flat slim uhd smart led tv,Samsung,Bryan's store,100,https://www.jumia.com.ng/samsung-43-inch-ultra-flat-slim-uhd-smart-led-tv-4k-black-43231787.html,0.0,43,uhd,led,no
570000,samsung 55 inch premium curved crystal led 4k smart tv,Samsung,Kaylas Mart Electronics,0,https://www.jumia.com.ng/samsung-55-inch-premium-curved-crystal-led-4k-smart-tv-71515571.html,0.0,55,uhd,led,no
478950,"lg 50"" inches uhd ai thinq,4k,smart, satellite, magic remotetv",LG,AUXANO GENERAL MERCHANTS,60,https://www.jumia.com.ng/lg-50-inches-uhd-ai-thinq4ksmart-satellite-magic-remote-205219920.html,0.0,50,uhd,,no
